Levy,Engine volume,Mileage,Cylinders,Airbags
879.0,1.2,22863.0,4.0,4
879.0,2.206403584851113,255000.0,4.0,16
879.0,1.2,23603.0,4.0,4
879.0,2.206403584851113,0.0,4.0,4
879.0,1.5,120000.0,4.0,4
879.0,2.4,165000.0,4.0,12
891.0,2.0,257102.0,4.0,4
879.0,1.8,174309.0,4.0,7
879.0,1.8,155000.0,4.0,8
765.0,2.0,129254.0,4.0,4
1077.0,2.0,5492.0,4.0,4
707.0,2.0,58548.0,4.0,4
879.0,1.5,102000.0,4.0,8
879.0,2.5,121000.0,4.0,2
879.0,2.4,145567.0,4.0,10
879.0,2.0,0.0,4.0,0
583.0,1.6,133783.0,4.0,4
879.0,2.4,39762.0,4.0,12
629.0,1.6,104674.0,4.0,4
879.0,3.5,165000.0,4.0,16
879.0,1.5,53800.0,4.0,4
765.0,2.0,99106.0,4.0,4
831.0,2.4,88400.0,4.0,10
879.0,1.3,136000.0,4.0,12
629.0,1.6,111402.0,4.0,0
642.0,2.0,105437.0,4.0,4
879.0,2.206403584851113,245470.0,4.0,12
879.0,2.4,120000.0,4.0,6
843.0,1.5,288000.0,4.0,4
753.0,2.4,212682.0,4.0,12
639.0,2.0,189000.0,4.0,4
779.0,2.5,308694.0,4.0,12
879.0,1.0,53711.0,4.0,4
986.0,2.4,121000.0,4.0,4
879.0,2.5,0.0,4.0,1
1032.0,1.2,69000.0,4.0,6
879.0,2.3,16000.0,4.0,12
639.0,2.0,151000.0,4.0,4
879.0,3.0,240000.0,4.0,8
879.0,2.0,258990.0,4.0,12
879.0,3.3,243200.0,4.0,10
879.0,2.0,123000.0,4.0,2
879.0,3.0,265600.0,4.0,8
879.0,2.206403584851113,125000.0,4.0,8
879.0,3.5,145000.0,4.0,4
891.0,2.0,267209.0,4.0,4
934.0,2.5,90660.0,4.0,4
879.0,2.6,314000.0,4.0,7
879.0,1.3,86996.0,4.0,4
777.0,2.5,47152.0,4.0,7
640.0,2.0,134982.0,4.0,0
879.0,2.5,93000.0,4.0,10
891.0,2.0,258906.0,4.0,4
966.0,2.0,75644.0,4.0,4
879.0,2.0,230397.0,4.0,12
879.0,1.8,123000.0,4.0,6
879.0,1.6,49000.0,4.0,10
879.0,3.0,209123.0,4.0,9
879.0,2.0,125000.0,4.0,12
639.0,2.0,73650.0,4.0,4
707.0,2.0,145219.0,4.0,4
879.0,2.206403584851113,268022.0,4.0,0
879.0,1.8,0.0,4.0,8
879.0,2.206403584851113,205000.0,4.0,0
879.0,3.0,310000.0,4.0,6
879.0,2.4,7964.0,4.0,16
777.0,2.5,126970.0,4.0,4
645.0,1.8,142600.0,4.0,4
586.0,1.8,121000.0,4.0,12
879.0,2.206403584851113,32000.0,4.0,14
784.0,1.5,46935.0,4.0,4
879.0,1.8,150000.0,4.0,8
879.0,2.0,280000.0,4.0,8
645.0,1.8,177250.0,4.0,12
879.0,2.4,141410.0,4.0,12
879.0,3.5,122000.0,4.0,12
879.0,1.6,100800.0,4.0,12
584.0,2.206403584851113,144000.0,4.0,10
1047.0,1.6,122587.0,4.0,4
879.0,1.3,98000.0,4.0,4
879.0,2.206403584851113,243087.0,4.0,12
879.0,2.206403584851113,163000.0,4.0,6
1058.0,3.5,236698.0,4.0,12
585.0,1.8,74838.0,4.0,12
730.0,1.6,43300.0,4.0,4
879.0,1.8,128297.0,4.0,4
891.0,2.206403584851113,48000.0,4.0,0
879.0,1.8,57000.0,4.0,12
879.0,3.3,316912.0,4.0,12
961.0,2.0,74594.0,4.0,4
640.0,2.0,102788.0,4.0,4
879.0,1.6,147957.0,4.0,4
879.0,1.8,156000.0,4.0,2
879.0,2.0,1000.0,4.0,0
638.0,2.0,38878.0,4.0,4
879.0,2.5,134955.0,4.0,4
781.0,2.5,200000.0,4.0,0
879.0,3.5,13147.0,4.0,12
879.0,2.2,59000.0,4.0,8
879.0,2.206403584851113,138000.0,4.0,2
879.0,2.0,20000.0,4.0,6
879.0,2.0,50310.0,4.0,4
765.0,2.0,121000.0,4.0,4
879.0,3.5,180800.0,4.0,8
645.0,1.8,230939.0,4.0,12
738.0,2.206403584851113,89620.0,4.0,8
879.0,2.0,208000.0,4.0,4
879.0,3.5,71939.0,4.0,12
765.0,2.0,121000.0,4.0,4
707.0,2.0,162977.0,4.0,4
879.0,1.0,184592.0,4.0,4
1058.0,3.5,134114.0,4.0,10
639.0,2.0,13000.0,4.0,8
1055.0,3.5,237158.0,4.0,12
639.0,2.0,89526.0,4.0,12
765.0,2.0,99000.0,4.0,4
574.0,1.3,264132.0,4.0,12
879.0,1.8,118410.0,4.0,12
879.0,3.2,111111.0,4.0,6
879.0,3.5,160000.0,4.0,4
879.0,2.0,3000.0,4.0,16
862.0,2.5,165222.0,4.0,8
730.0,1.6,97181.0,4.0,4
879.0,3.5,215000.0,4.0,4
879.0,1.6,46000.0,4.0,4
879.0,3.3,159747.0,4.0,4
879.0,2.5,262298.0,4.0,12
764.0,1.7,30177.0,4.0,4
879.0,2.0,150000.0,4.0,12
879.0,1.6,94415.0,4.0,4
879.0,1.8,124000.0,4.0,6
879.0,2.5,237688.0,4.0,2
642.0,2.0,155607.0,4.0,4
879.0,1.3,125000.0,4.0,2
836.0,2.0,152566.0,4.0,4
879.0,2.0,1800.0,4.0,8
879.0,2.0,120000.0,4.0,2
642.0,2.0,121000.0,4.0,10
879.0,1.5,183000.0,4.0,5
879.0,1.8,200000.0,4.0,2
836.0,2.0,170000.0,4.0,4
879.0,2.0,91000.0,4.0,12
879.0,1.5,51000.0,4.0,4
879.0,2.5,189216.0,4.0,12
879.0,1.8,177600.0,4.0,9
697.0,1.8,96000.0,4.0,16
891.0,2.0,175089.0,4.0,4
879.0,1.8,96000.0,4.0,8
879.0,1.8,74098.0,4.0,8
879.0,3.2,150000.0,4.0,8
919.0,3.0,149520.0,4.0,0
879.0,1.3,0.0,4.0,4
879.0,2.206403584851113,26000.0,4.0,12
879.0,3.3,251278.0,4.0,12
879.0,2.4,229192.0,4.0,0
687.0,2.206403584851113,156000.0,4.0,12
879.0,1.5,240000.0,4.0,6
879.0,3.5,171000.0,4.0,10
753.0,2.4,123862.0,4.0,12
810.0,1.8,155942.0,4.0,12
879.0,1.6,179664.0,4.0,4
879.0,2.0,127000.0,4.0,12
640.0,2.206403584851113,10000.0,4.0,12
879.0,2.5,116786.0,4.0,12
862.0,2.5,198400.0,4.0,8
879.0,1.6,151136.0,4.0,4
697.0,1.8,72000.0,4.0,6
1018.0,3.0,123803.0,4.0,8
879.0,1.5,42000.0,4.0,4
879.0,1.5,244800.0,4.0,12
879.0,2.4,180000.0,4.0,4
645.0,1.8,228610.0,4.0,0
831.0,1.6,60013.0,4.0,4
879.0,2.206403584851113,58000.0,4.0,12
877.0,1.7,50380.0,4.0,4
586.0,1.8,110000.0,4.0,8
879.0,1.5,170000.0,4.0,2
880.0,1.6,41523.0,4.0,4
730.0,1.6,33091.0,4.0,4
879.0,2.5,1000.0,4.0,0
879.0,1.4,160000.0,4.0,4
879.0,2.5,74053.0,4.0,12
879.0,1.3,175930.0,4.0,0
879.0,2.4,135730.0,4.0,0
1017.0,2.0,46413.0,4.0,0
879.0,2.5,11111.0,4.0,2
986.0,2.4,203061.0,4.0,12
891.0,2.0,99821.0,4.0,4
879.0,2.206403584851113,169000.0,4.0,2
761.0,1.8,153966.0,4.0,4
879.0,1.5,70000.0,4.0,8
765.0,2.206403584851113,76000.0,4.0,12
761.0,1.8,221760.0,4.0,12
879.0,1.8,115200.0,4.0,6
879.0,2.0,100747.0,4.0,0
879.0,3.5,143604.0,4.0,4
915.0,3.0,141384.0,4.0,0
779.0,2.5,136861.0,4.0,0
640.0,2.0,144000.0,4.0,10
879.0,3.2,220000.0,4.0,6
1054.0,2.206403584851113,350000.0,4.0,2
879.0,2.0,138965.0,4.0,8
879.0,2.0,97600.0,4.0,10
879.0,1.8,243200.0,4.0,12
879.0,1.3,176000.0,4.0,8
781.0,2.5,160000.0,4.0,0
789.0,1.6,75996.0,4.0,4
836.0,2.0,185120.0,4.0,4
879.0,1.3,93000.0,4.0,2
642.0,2.0,187794.0,4.0,4
617.0,1.2,73816.0,4.0,4
879.0,2.0,46503.0,4.0,4
1017.0,2.0,11971.0,4.0,12
879.0,1.8,2014.0,4.0,2
753.0,2.4,119700.0,4.0,10
879.0,2.0,91283.0,4.0,12
879.0,2.5,60000.0,4.0,8
836.0,2.0,171734.0,4.0,4
879.0,1.5,143686.0,4.0,4
781.0,2.5,157232.0,4.0,12
640.0,2.0,215965.0,4.0,0
879.0,2.4,50000.0,4.0,10
879.0,2.5,76000.0,4.0,6
879.0,2.206403584851113,111111.0,4.0,1
934.0,2.5,90392.0,4.0,0
781.0,2.5,101000.0,4.0,8
879.0,1.5,0.0,4.0,2
1024.0,2.5,92336.0,4.0,4
879.0,2.206403584851113,83000.0,4.0,12
879.0,2.0,93450.0,4.0,10
879.0,3.5,63905.0,4.0,4
879.0,2.2,55000.0,4.0,2
879.0,2.206403584851113,292000.0,4.0,12
879.0,1.5,0.0,4.0,12
879.0,2.206403584851113,220000.0,4.0,8
1018.0,3.0,196330.0,4.0,12
1017.0,2.0,41747.0,4.0,4
879.0,2.5,19000.0,4.0,12
879.0,2.206403584851113,234082.0,4.0,4
879.0,2.0,118656.0,4.0,12
642.0,2.0,150285.0,4.0,12
934.0,2.5,90000.0,4.0,8
761.0,1.8,133000.0,4.0,10
879.0,1.8,134835.0,4.0,12
879.0,1.0,90000.0,4.0,2
879.0,1.0,175000.0,4.0,2
879.0,2.0,199203.0,4.0,12
971.0,2.2,94638.0,4.0,4
879.0,2.4,22000.0,4.0,10
879.0,1.4,256000.0,4.0,8
637.0,2.0,11000.0,4.0,2
891.0,2.0,67000.0,4.0,12
879.0,1.3,145000.0,4.0,6
900.0,2.4,177600.0,4.0,7
879.0,2.0,290000.0,4.0,2
751.0,2.4,180800.0,4.0,4
879.0,2.206403584851113,190400.0,4.0,12
879.0,1.6,107738.0,4.0,12
879.0,2.206403584851113,74000.0,4.0,8
879.0,1.6,215000.0,4.0,0
761.0,1.8,121000.0,4.0,11
879.0,2.206403584851113,0.0,4.0,2
833.0,2.2,69320.0,4.0,4
879.0,3.3,0.0,4.0,12
879.0,1.5,142000.0,4.0,8
777.0,2.5,29800.0,4.0,6
879.0,1.3,163000.0,4.0,2
626.0,1.6,41250.0,4.0,4
781.0,2.5,214098.0,4.0,12
879.0,3.2,130000.0,4.0,8
879.0,2.0,180659.0,4.0,12
879.0,2.0,65004.0,4.0,4
642.0,2.0,340106.0,4.0,0
879.0,3.5,138070.0,4.0,12
879.0,2.206403584851113,80000.0,4.0,12
879.0,2.206403584851113,215000.0,4.0,6
640.0,2.0,163855.0,4.0,4
988.0,1.5,85000.0,4.0,10
574.0,1.3,187312.0,4.0,0
585.0,1.8,137538.0,4.0,4
879.0,2.0,84800.0,4.0,12
707.0,2.0,85419.0,4.0,4
730.0,1.6,40598.0,4.0,4
879.0,3.2,140000.0,4.0,8
879.0,2.5,7000.0,4.0,10
687.0,1.6,132967.0,4.0,4
879.0,2.5,134700.0,4.0,12
1016.0,2.0,48432.0,4.0,4
879.0,1.8,71904.0,4.0,0
879.0,1.5,156000.0,4.0,7
879.0,1.5,11580.0,4.0,2
879.0,1.8,10000.0,4.0,12
879.0,2.206403584851113,0.0,4.0,8
919.0,3.0,129834.0,4.0,12
879.0,3.0,185000.0,4.0,12
584.0,1.8,149000.0,4.0,10
879.0,2.0,136192.0,4.0,4
779.0,2.5,225510.0,4.0,12
891.0,2.0,50195.0,4.0,12
1017.0,2.0,13148.0,4.0,4
879.0,3.5,53070.0,4.0,12
765.0,2.0,121000.0,4.0,4
879.0,1.5,99000.0,4.0,4
730.0,1.6,51287.0,4.0,4
585.0,1.8,268800.0,4.0,10
777.0,2.5,145000.0,4.0,7
761.0,1.8,319301.0,4.0,12
879.0,3.0,213998.0,4.0,12
765.0,2.0,30000.0,4.0,4
879.0,2.206403584851113,33000.0,4.0,12
639.0,2.0,120871.0,4.0,4
879.0,2.0,187143.0,4.0,4
879.0,2.4,63803.0,4.0,12
879.0,1.5,43128.0,4.0,12
777.0,2.5,254230.0,4.0,12
879.0,1.6,100300.0,4.0,2
779.0,2.5,78670.0,4.0,12
879.0,2.4,79309.0,4.0,7
595.0,1.5,43578.0,4.0,4
879.0,2.0,186048.0,4.0,0
879.0,2.7,60227.0,4.0,4
779.0,2.5,78082.0,4.0,12
879.0,3.5,30573.0,4.0,4
879.0,2.5,250000.0,4.0,4
879.0,1.6,142495.0,4.0,4
879.0,2.5,14004.0,4.0,8
879.0,2.206403584851113,176480.0,4.0,12
879.0,1.5,134800.0,4.0,2
879.0,1.3,112000.0,4.0,4
879.0,1.5,135000.0,4.0,6
879.0,2.206403584851113,333333.0,4.0,2
879.0,2.5,54400.0,4.0,8
879.0,2.206403584851113,1958.0,4.0,2
746.0,1.5,142426.0,4.0,12
831.0,1.6,33216.0,4.0,4
1018.0,2.206403584851113,74500.0,4.0,12
891.0,2.0,136027.0,4.0,4
879.0,3.5,0.0,4.0,2
879.0,2.5,70066.0,4.0,12
879.0,3.0,98000.0,4.0,12
879.0,1.6,195256.0,4.0,4
879.0,2.0,138643.0,4.0,8
879.0,2.4,76000.0,4.0,7
879.0,1.6,108000.0,4.0,8
707.0,2.0,61208.0,4.0,4
730.0,1.6,63276.0,4.0,4
879.0,1.8,65000.0,4.0,8
879.0,2.0,52699.0,4.0,4
879.0,1.6,76800.0,4.0,4
880.0,1.6,200401.0,4.0,4
1058.0,3.5,170000.0,4.0,12
879.0,2.0,0.0,4.0,2
879.0,2.0,54854.0,4.0,12
879.0,3.3,121000.0,4.0,12
879.0,1.8,150000.0,4.0,4
779.0,2.5,263459.0,4.0,0
879.0,1.3,188000.0,4.0,7
879.0,1.8,108773.0,4.0,10
836.0,2.0,166320.0,4.0,4
640.0,2.0,95000.0,4.0,4
879.0,2.7,181385.0,4.0,4
879.0,2.206403584851113,183000.0,4.0,2
584.0,1.8,95000.0,4.0,0
879.0,2.5,270000.0,4.0,12
879.0,2.4,215000.0,4.0,4
751.0,2.4,191848.0,4.0,12
642.0,2.0,132043.0,4.0,4
879.0,2.206403584851113,18900.0,4.0,8
879.0,2.4,152480.0,4.0,6
988.0,1.5,121000.0,4.0,4
879.0,1.3,100000.0,4.0,2
761.0,1.8,136000.0,4.0,8
879.0,3.0,121000.0,4.0,6
1077.0,2.0,14000.0,4.0,4
915.0,3.0,98803.0,4.0,12
879.0,2.5,0.0,4.0,12
879.0,2.5,190000.0,4.0,2
583.0,1.6,94479.0,4.0,4
879.0,1.5,121840.0,4.0,4
777.0,2.5,168661.0,4.0,12
751.0,2.4,52528.0,4.0,0
919.0,3.0,133342.0,4.0,12
639.0,2.0,191980.0,4.0,4
831.0,1.5,20549.0,4.0,10
879.0,3.0,75000.0,4.0,12
753.0,2.4,259934.0,4.0,0
1076.0,2.0,9146.0,4.0,4
639.0,2.206403584851113,156000.0,4.0,12
879.0,2.0,90000.0,4.0,8
879.0,1.3,114000.0,4.0,4
586.0,1.8,158302.0,4.0,6
911.0,2.2,115505.0,4.0,4
879.0,1.6,104509.0,4.0,12
585.0,1.8,0.0,4.0,0
879.0,2.0,224000.0,4.0,6
919.0,3.0,221312.0,4.0,12
777.0,2.5,128000.0,4.0,4
765.0,2.0,121000.0,4.0,4
879.0,2.0,11111.0,4.0,6
879.0,2.0,163298.0,4.0,12
640.0,2.0,95430.0,4.0,4
879.0,2.0,102885.0,4.0,12
879.0,2.206403584851113,250000.0,4.0,0
879.0,3.5,59331.0,4.0,0
1018.0,3.0,273186.0,4.0,12
879.0,2.0,134400.0,4.0,8
707.0,2.0,112000.0,4.0,10
879.0,1.5,73000.0,4.0,4
640.0,2.0,166762.0,4.0,4
777.0,2.5,284880.0,4.0,12
879.0,2.7,160000.0,4.0,8
879.0,2.206403584851113,59000.0,4.0,8
879.0,1.6,1650.0,4.0,4
879.0,1.5,11000.0,4.0,4
810.0,1.8,31000.0,4.0,8
915.0,3.0,140507.0,4.0,0
1055.0,3.5,220696.0,4.0,12
980.0,1.8,11469.0,4.0,12
843.0,1.5,240000.0,4.0,10
723.0,1.6,28647.0,4.0,4
879.0,2.0,137210.0,4.0,12
781.0,2.5,119765.0,4.0,12
836.0,2.0,199868.0,4.0,4
730.0,1.6,77000.0,4.0,4
642.0,2.0,120950.0,4.0,4
645.0,1.8,178000.0,4.0,6
879.0,3.0,220763.0,4.0,15
879.0,2.0,100070.0,4.0,6
761.0,1.8,135797.0,4.0,0
879.0,2.206403584851113,167000.0,4.0,9
781.0,2.5,214098.0,4.0,0
879.0,1.5,173000.0,4.0,8
879.0,1.6,19066.0,4.0,2
879.0,2.0,14096.0,4.0,12
879.0,2.8,111000.0,4.0,1
639.0,2.0,121000.0,4.0,4
879.0,1.8,188800.0,4.0,8
891.0,2.0,310064.0,4.0,4
765.0,2.0,96000.0,4.0,12
879.0,3.2,192000.0,4.0,6
879.0,3.0,0.0,4.0,1
879.0,2.206403584851113,121000.0,4.0,0
642.0,2.206403584851113,190000.0,4.0,12
810.0,1.8,89525.0,4.0,12
639.0,2.0,52197.0,4.0,4
879.0,2.206403584851113,99000.0,4.0,10
879.0,1.5,102379.0,4.0,12
971.0,2.2,140552.0,4.0,4
879.0,2.206403584851113,0.0,4.0,12
879.0,1.2,248000.0,4.0,7
751.0,2.4,130000.0,4.0,10
879.0,2.5,74121.0,4.0,4
879.0,1.6,169486.0,4.0,4
879.0,3.0,199000.0,4.0,16
831.0,1.6,29308.0,4.0,4
765.0,2.0,121000.0,4.0,4
879.0,1.6,133480.0,4.0,4
781.0,2.5,228717.0,4.0,12
879.0,2.0,168520.0,4.0,12
1017.0,2.0,87810.0,4.0,4
891.0,2.0,121000.0,4.0,4
879.0,2.0,248000.0,4.0,0
640.0,2.0,126000.0,4.0,4
879.0,1.4,0.0,4.0,8
642.0,2.0,142014.0,4.0,4
879.0,3.5,121000.0,4.0,12
879.0,2.5,160000.0,4.0,0
879.0,2.5,62230.0,4.0,4
753.0,2.4,116000.0,4.0,8
879.0,1.5,109000.0,4.0,2
583.0,1.6,106616.0,4.0,4
879.0,2.206403584851113,192000.0,4.0,10
879.0,2.5,1000.0,4.0,1
879.0,1.3,100000.0,4.0,4
843.0,1.5,200000.0,4.0,8
879.0,1.4,20000.0,4.0,12
879.0,2.5,67066.0,4.0,12
639.0,2.0,142211.0,4.0,0
879.0,1.7,16500.0,4.0,2
831.0,2.4,149000.0,4.0,10
988.0,1.5,150000.0,4.0,9
749.0,2.4,274981.0,4.0,12
639.0,2.0,121000.0,4.0,4
879.0,3.5,77300.0,4.0,12
834.0,2.7,177894.0,4.0,12
779.0,2.5,47000.0,4.0,8
879.0,2.206403584851113,180000.0,4.0,10
642.0,2.0,133000.0,4.0,8
879.0,1.5,111111.0,4.0,6
879.0,1.6,149935.0,4.0,4
970.0,3.2,171734.0,4.0,12
751.0,2.4,111930.0,4.0,12
919.0,2.206403584851113,110000.0,4.0,12
879.0,3.2,1000.0,4.0,0
687.0,1.6,80861.0,4.0,4
836.0,2.0,90000.0,4.0,12
586.0,1.8,236800.0,4.0,6
562.0,1.4,144000.0,4.0,0
879.0,2.0,121000.0,4.0,0
879.0,2.0,255406.0,4.0,0
879.0,2.0,101000.0,4.0,8
640.0,2.0,151522.0,4.0,4
640.0,2.0,294016.0,4.0,12
879.0,2.2,135000.0,4.0,6
879.0,2.0,145785.0,4.0,2
879.0,3.5,205968.0,4.0,12
879.0,2.5,53000.0,4.0,8
879.0,2.7,0.0,4.0,4
586.0,1.8,180000.0,4.0,12
765.0,2.0,115459.0,4.0,4
836.0,2.0,115363.0,4.0,4
879.0,2.206403584851113,121000.0,4.0,2
879.0,2.206403584851113,250000.0,4.0,4
879.0,2.206403584851113,234000.0,4.0,2
639.0,2.0,117527.0,4.0,4
777.0,2.5,273500.0,4.0,4
879.0,1.8,186560.0,4.0,6
879.0,2.0,184000.0,4.0,2
639.0,2.0,347600.0,4.0,4
879.0,1.6,0.0,4.0,12
879.0,3.5,281000.0,4.0,6
639.0,2.0,121000.0,4.0,4
1055.0,3.5,115200.0,4.0,8
879.0,2.0,204200.0,4.0,10
879.0,2.0,100000.0,4.0,12
707.0,2.0,48656.0,4.0,4
707.0,2.0,91678.0,4.0,4
650.0,1.4,0.0,4.0,6
879.0,2.4,38000.0,4.0,6
639.0,2.0,145783.0,4.0,4
749.0,2.4,127200.0,4.0,8
879.0,1.0,169617.0,4.0,4
879.0,2.206403584851113,13120.0,4.0,8
879.0,2.0,25000.0,4.0,12
879.0,2.0,180000.0,4.0,3
879.0,1.8,96000.0,4.0,8
836.0,2.0,211075.0,4.0,4
879.0,2.206403584851113,2000.0,4.0,10
879.0,2.0,124978.0,4.0,12
749.0,2.4,49384.0,4.0,12
879.0,3.5,248525.0,4.0,12
879.0,2.206403584851113,150000.0,4.0,4
831.0,1.5,13048.0,4.0,4
781.0,2.5,84000.0,4.0,12
879.0,1.9,193243.0,4.0,6
879.0,3.0,229854.0,4.0,0
879.0,2.0,1000.0,4.0,0
1077.0,2.0,10120.0,4.0,4
879.0,3.0,224000.0,4.0,8
879.0,2.0,132085.0,4.0,4
879.0,1.3,13222.0,4.0,3
640.0,2.0,101124.0,4.0,4
640.0,2.206403584851113,144000.0,4.0,12
640.0,2.0,211214.0,4.0,12
879.0,1.5,174000.0,4.0,4
900.0,2.4,104867.0,4.0,4
1058.0,3.5,121000.0,4.0,12
879.0,1.8,270400.0,4.0,8
879.0,1.6,1000.0,4.0,4
879.0,1.8,270410.0,4.0,12
879.0,2.206403584851113,71000.0,4.0,12
730.0,1.6,72507.0,4.0,4
879.0,2.5,79000.0,4.0,4
777.0,2.5,118000.0,4.0,10
879.0,1.8,0.0,4.0,0
879.0,3.0,67646.0,4.0,8
879.0,2.4,250000.0,4.0,6
584.0,1.8,0.0,4.0,12
687.0,1.6,52418.0,4.0,4
879.0,2.0,250000.0,4.0,8
879.0,1.5,160000.0,4.0,6
779.0,2.5,171258.0,4.0,12
585.0,1.8,160000.0,4.0,8
879.0,1.8,123200.0,4.0,6
879.0,3.0,122000.0,4.0,12
765.0,2.0,121000.0,4.0,4
879.0,1.7,100000.0,4.0,6
879.0,1.5,278000.0,4.0,0
562.0,1.4,85000.0,4.0,10
879.0,2.206403584851113,27200.0,4.0,6
761.0,1.8,163200.0,4.0,16
879.0,2.4,29419.0,4.0,12
879.0,2.206403584851113,163000.0,4.0,6
879.0,1.6,31593.0,4.0,4
879.0,2.0,137582.0,4.0,6
781.0,2.5,293029.0,4.0,12
879.0,1.5,122471.0,4.0,4
879.0,1.3,150000.0,4.0,2
879.0,3.3,182000.0,4.0,10
730.0,1.6,49799.0,4.0,4
879.0,1.3,30425.0,4.0,4
879.0,1.5,82000.0,4.0,4
879.0,2.8,123000.0,4.0,6
690.0,2.206403584851113,108295.0,4.0,10
879.0,1.4,200000.0,4.0,10
879.0,1.6,110531.0,4.0,0
879.0,2.4,162000.0,4.0,0
879.0,2.206403584851113,280000.0,4.0,2
879.0,2.206403584851113,305000.0,4.0,2
1017.0,2.0,121000.0,4.0,4
879.0,1.8,145000.0,4.0,10
879.0,2.4,20000.0,4.0,4
879.0,2.0,149000.0,4.0,12
777.0,2.5,125445.0,4.0,4
862.0,2.5,53440.0,4.0,4
879.0,2.5,80000.0,4.0,12
879.0,2.206403584851113,91000.0,4.0,12
879.0,2.0,286400.0,4.0,8
879.0,2.5,23333.0,4.0,12
879.0,2.8,123000.0,4.0,8
879.0,2.4,208800.0,4.0,12
879.0,2.5,250000.0,4.0,1
879.0,2.0,150000.0,4.0,4
639.0,2.0,268046.0,4.0,4
879.0,2.206403584851113,155000.0,4.0,12
879.0,1.3,121000.0,4.0,4
879.0,2.4,121000.0,4.0,12
891.0,2.0,81014.0,4.0,12
738.0,1.4,46053.0,4.0,12
879.0,3.0,200000.0,4.0,4
879.0,2.0,37214.0,4.0,10
879.0,2.4,109000.0,4.0,10
879.0,2.206403584851113,200000.0,4.0,2
934.0,2.5,73000.0,4.0,0
879.0,2.206403584851113,84000.0,4.0,0
1017.0,2.0,43178.0,4.0,4
879.0,1.5,120000.0,4.0,9
765.0,2.0,93876.0,4.0,4
879.0,3.0,162000.0,4.0,12
879.0,2.0,1000.0,4.0,3
879.0,1.8,164000.0,4.0,4
765.0,2.0,39878.0,4.0,4
879.0,1.6,135000.0,4.0,12
642.0,2.0,143265.0,4.0,4
1017.0,2.0,17013.0,4.0,4
765.0,2.0,318677.0,4.0,4
879.0,2.0,268565.0,4.0,12
687.0,1.6,69111.0,4.0,4
879.0,2.0,41778.0,4.0,4
879.0,1.6,88288.0,4.0,4
879.0,2.206403584851113,300000.0,4.0,6
879.0,2.206403584851113,150000.0,4.0,8
640.0,2.0,53240.0,4.0,4
753.0,2.4,103541.0,4.0,12
640.0,2.0,53000.0,4.0,8
879.0,1.6,122518.0,4.0,4
879.0,2.206403584851113,335267.0,4.0,2
879.0,1.3,98000.0,4.0,2
707.0,2.0,117492.0,4.0,4
862.0,2.5,193754.0,4.0,12
879.0,2.0,40157.0,4.0,12
891.0,2.0,88203.0,4.0,12
779.0,2.5,97852.0,4.0,10
930.0,1.7,41500.0,4.0,4
836.0,2.0,47221.0,4.0,4
640.0,2.0,201373.0,4.0,4
1018.0,3.0,213195.0,4.0,0
879.0,3.5,120000.0,4.0,2
879.0,2.5,212421.0,4.0,12
642.0,2.0,110297.0,4.0,4
879.0,2.206403584851113,168000.0,4.0,12
777.0,2.5,170971.0,4.0,4
879.0,2.5,6800.0,4.0,8
879.0,2.3,205000.0,4.0,6
879.0,1.6,41279.0,4.0,4
1018.0,3.0,193685.0,4.0,12
1047.0,1.6,126184.0,4.0,4
891.0,2.0,248705.0,4.0,4
879.0,1.3,115500.0,4.0,2
640.0,2.0,198288.0,4.0,4
879.0,3.5,205922.0,4.0,12
831.0,1.6,107220.0,4.0,4
879.0,2.4,0.0,4.0,12
585.0,1.8,179000.0,4.0,6
583.0,1.6,45898.0,4.0,4
707.0,2.0,53323.0,4.0,4
640.0,2.0,171755.0,4.0,4
595.0,1.5,65000.0,4.0,4
831.0,2.4,164000.0,4.0,2
879.0,1.8,0.0,4.0,2
765.0,2.0,48764.0,4.0,4
753.0,2.4,121456.0,4.0,4
751.0,2.4,197328.0,4.0,0
879.0,2.4,140800.0,4.0,10
836.0,2.0,126799.0,4.0,4
831.0,1.6,25635.0,4.0,12
879.0,3.5,315270.0,4.0,12
836.0,2.0,216024.0,4.0,4
707.0,2.0,167000.0,4.0,5
765.0,2.0,43000.0,4.0,4
900.0,2.4,64467.0,4.0,8
639.0,2.206403584851113,62418.0,4.0,8
585.0,1.8,120058.0,4.0,8
891.0,2.0,60269.0,4.0,12
879.0,1.4,162190.0,4.0,0
879.0,2.0,190000.0,4.0,12
879.0,2.0,174002.0,4.0,12
879.0,3.5,150000.0,4.0,6
707.0,2.0,161345.0,4.0,4
879.0,3.0,190000.0,4.0,8
765.0,2.0,121000.0,4.0,4
1077.0,2.0,14489.0,4.0,4
879.0,1.5,82105.0,4.0,4
879.0,2.0,300000.0,4.0,6
777.0,2.5,72000.0,4.0,12
879.0,2.206403584851113,32000.0,4.0,12
879.0,1.4,91000.0,4.0,6
879.0,2.0,109063.0,4.0,4
879.0,2.0,121000.0,4.0,2
879.0,2.206403584851113,89000.0,4.0,10
879.0,3.0,256000.0,4.0,10
765.0,2.0,121000.0,4.0,4
879.0,2.0,210000.0,4.0,6
781.0,2.5,165472.0,4.0,0
641.0,2.0,56290.0,4.0,4
879.0,1.5,167000.0,4.0,4
879.0,2.0,102907.0,4.0,0
879.0,2.206403584851113,145000.0,4.0,12
971.0,2.2,197826.0,4.0,4
